,0,1,2,3
243,63.71500015,0.00491,19718.94149,45.36999893
244,25.96999931,0.00413,6825.6658,54.31000137
245,26.42499924,0.00429,19104.89506,32.52999878
246,36.17499924,0.00324,16496.91377,36.38999939
247,37.90000153,0.00443,12101.58074,34.70000076
248,37.70500183,0.00619,16182.55206,41.56999969
249,56.10499954,0.00425,9901.176901,34.63000107
250,27.74500084,0.00203,15591.13304,20.64999962
251,49.94499969,0.00424,16462.26576,41.77000046
252,47.84000015,0.00177,9694.915273,33.77999878
253,21.98500061,0.00837,3354.838746,44.04999924
254,69.44499969,0.00302,3688.741859,46.18000031
255,52.66500092,0.00532,7787.593791,34.93999863
256,27.75,0.0058,4155.172343,54.47999954
257,62.27500153,0.00407,13574.938,30.59000015
258,97.44499969,0.00426,7347.417267,50.45000076
259,19.93499947,0.00881,7161.180153,51.77999878
260,55.33499908,0.00368,8820.651765,36.49000168
261,50.36000061,0.00254,16433.07177,27.11000061
262,59.61000061,0.00767,4533.246429,52.04999924
263,49.72000122,0.0066,9153.030412,34.40000153
264,133.4900055,0.00293,5293.515316,36.56999969
265,29.11000061,0.0046,7004.348237,31.03000069
266,45.81499863,0.00488,12454.91749,31.82999992
267,84.45999908,0.00331,7722.054353,23.22999954
268,21.51499939,0.016549999,2409.063491,47.24000168
269,135.0700073,0.00419,3863.961889,38.34999847
270,43.28499985,0.00411,9248.174474,37.88999939
271,27.71999931,0.00498,4763.052053,54.45000076
272,55.27000046,0.00458,11325.32747,39.25
273,57.79499817,0.00454,7722.467328,47.22999954
274,53.27999878,0.0045,8331.111484,49.40000153
275,25.40999985,0.0065,7827.692472,33.86000061
276,59.40999985,0.00556,9179.856374,28.21999931
277,22.66500092,0.00938,10911.51356,31.26000023
278,70.24500275,0.00351,13663.81744,35.77000046
279,59.14500046,0.00365,8328.766801,44.16999817
280,29.37999916,0.00249,9558.232589,24.19000053
281,89.33000183,0.00344,8249.999619,43.20000076
282,65.79000092,0.0019,32110.52584,20.23999977
283,20.12000084,0.01005,5639.800918,45.68999863
284,89.58499908,0.00279,9587.813751,43.09000015
285,36.40999985,0.00559,8395.348663,35.22000122
286,27.78000069,0.006,2998.333295,54.43999863
287,57.69499969,0.00542,10874.53834,38.24000168
288,72.01999664,0.0054,7762.962487,50.68999863
289,24.29500008,0.01396,11497.85058,54.38999939
290,24.5,0.0086,8465.116258,30.38999939
291,38.27999878,0.00302,8284.768416,35.70999908
292,54.65999985,0.00462,12932.90075,48.90000153
293,49.54999924,0.00377,16623.34177,30.45999908
294,80.32499695,0.00357,6557.423049,43.02000046
295,34.71500015,0.00552,6510.869339,42.93000031
296,58.81999969,0.00423,14508.27391,22.67000008
297,73.28500366,0.0024,8845.832791,30.17000008
298,21.72500038,0.01108,1129.963948,47.27000046
299,116.9599991,0.00325,3800.000117,43.27999878
300,31.68499947,0.00498,13351.40514,42.47999954
301,28.08499908,0.00428,14553.73782,42.83000183
302,38.02999878,0.00427,24925.05873,36.93999863
303,43.79000092,0.00644,18035.71436,51.25
304,50.50500107,0.00264,17128.78766,36.58000183
305,21.87999916,0.00401,18778.05455,31.88999939
306,31.82500076,0.00322,17968.94413,40.24000168
307,37.19499969,0.00489,19795.50219,34.75
308,30.47500038,0.00359,16676.88032,31
309,44.29000092,0.00396,11340.90894,34.41999817
310,23.80500031,0.00176,14215.90943,21.40999985
311,42.50500107,0.00452,23626.1065,43.74000168
312,46.20000076,0.00534,4007.490451,42.90000153
313,20.19499969,0.0006,26899.99791,16.37000084
314,62.21500015,0.00288,5045.138596,45.20000076
315,28.12999916,0.00628,16495.2218,42.18000031
316,28.06999969,0.00489,13830.26566,37.36999893
317,28.98500061,0.00389,22393.31575,29.43000031
318,37.61000061,0.00537,13165.73528,50.13999939
319,47.125,0.00254,23917.32319,42.33000183
320,18.12000084,0.00382,19023.56006,34.11000061
321,28.24500084,0.00342,17479.53142,37.41999817
322,35.72499847,0.00413,22004.84134,47.81000137
323,25.25,0.00354,18870.05756,27.88999939
324,41.08000183,0.00407,14702.70212,31.38999939
325,23.71999931,0.00152,17230.26373,20.22999954
326,39.99499893,0.00424,22549.52966,47.13000107
327,38.66500092,0.00346,3965.317953,45.79000092
328,23.61499977,0.00479,3254.697344,53.18999863
329,45.83499908,0.00262,5217.557509,37.54999924
330,56.73500061,0.00382,9157.068103,39.61999893
331,27.72500038,0.00492,4597.561075,54.45999908
332,54.86999893,0.00568,10213.02818,36.29999924
333,79.84999847,0.00522,8174.32948,50.59000015
334,22.32500076,0.00773,6323.415388,54.40000153
335,26.75499916,0.00492,7934.959413,36.06000137
336,66.27500153,0.00403,14660.04932,31.12999916
337,58.85499954,0.00405,8459.258446,49.84000015
338,46.40999985,0.00574,19566.20245,39.72999954
339,128.7200012,0.00395,6141.772136,45.50999832
340,26.44499969,0.00975,3508.717855,33.59000015
341,54.15999985,0.00361,16326.8699,20.52000046
342,85.44499969,0.00238,23470.58736,19.59000015
343,38.66500092,0.01259,3347.100785,32.70000076
344,110.8600006,0.00357,5551.820747,42.54999924
345,31.42000008,0.00402,13636.81591,39.93000031
346,27.29500008,0.00359,10701.94961,54.36000061
347,41.86500168,0.00434,17191.24378,38.79000092
348,42.10499954,0.00641,17151.32684,42.52999878
349,37.06999969,0.00348,12841.95356,42.22000122
350,22.31999969,0.00428,16427.56872,38.29999924
351,28.61000061,0.00427,13749.41437,36.93000031
352,49.125,0.00443,14442.43838,51.47000122
353,26.17000008,0.00466,14931.33135,29.47999954
354,49.06000137,0.00368,10084.23911,38.49000168
355,26.47999954,0.00215,21767.44054,23.38999939
356,50.27000046,0.00377,16647.21449,43.49000168
357,48.43999863,0.00467,4023.554734,42.93000031
358,19.49500084,0.00224,6017.856913,29.80999947
359,53.34500122,0.00387,4361.757018,45.68999863
360,83.11000061,0.00438,5605.02251,39.61000061
361,27.625,0.00743,3487.214057,54.54000092
362,85.37000275,0.00404,5900.990192,38.31999969
363,101.6200027,0.004,6302.499771,48.40000153
364,52.49499893,0.00444,5099.098896,46.34999847
365,71.37999725,0.00501,10467.06512,40.56999969
366,106.5400009,0.0033,6012.121345,36.41999817
367,66.05999756,0.00635,3362.204835,43.95000076
368,65.83999634,0.00572,6253.496813,33.09000015
369,111.6200027,0.00528,3746.212102,39.22999954
370,57.86500168,0.00625,4956.799927,41.34999847
371,64.34500122,0.00618,7605.178205,26.20999908
372,90.78500366,0.00296,4652.027122,30.10000038
373,22.78000069,0.01135,5505.726835,42.97000122
374,187.5299988,0.00297,4434.343417,40.65999985
375,54.77000046,0.00342,11587.71935,37.97999954
376,27.74500084,0.00612,8477.124516,54.47000122
377,54.78499985,0.00588,9013.605267,35.27000046
378,99.63999939,0.00422,8056.872438,48.65000153
379,57.49499893,0.00559,7207.513384,40.63999939
380,33.61999893,0.00486,18037.0373,22.70000076
381,60.72999954,0.00338,11245.56125,25.36000061
382,64.73500061,0.00658,7756.839135,47.04000092
383,49.46500015,0.00437,9135.011262,34.40999985
384,89.70500183,0.00428,6397.195752,29.52000046
385,62.06999969,0.00236,3949.152589,47.36000061
386,52.31499863,0.0062,8404.839067,34.38000107
387,64.08000183,0.00254,16775.59104,18.46999931
388,22.81999969,0.01112,2358.812933,43.88999939
389,147.0700073,0.00333,3711.711694,42.74000168
390,56.94499969,0.00563,8506.216415,30.01000023
391,27.73999977,0.00728,6024.725185,54.47000122
392,59.06499863,0.00603,7348.258679,39.52000046
393,84.08000183,0.005,6858.000183,48.06999969
394,23.81999969,0.00614,4986.970929,54.41999817
395,40.85499954,0.00372,7629.031974,39.86999893
396,52.47000122,0.00422,12893.36553,39.13000107
397,59.75,0.00591,7394.247359,50.13999939
398,51.74499893,0.00341,11847.50748,21.85000038
399,131.375,0.00309,4802.58918,44.5
400,26.48999977,0.00588,4812.924947,31.79000092
401,56.625,0.00475,11406.31585,28.98999977
402,57.00999832,0.00201,17532.33923,19.55999947
403,22.08499908,0.01423,4534.785724,45.45000076
404,139.4199982,0.00296,3918.918997,39.47000122
405,37.34999847,0.00528,9371.211662,35.04999924
406,27.72500038,0.0047,23868.08614,32
407,59.08499908,0.00551,6245.008787,39.95000076
408,57.59999847,0.00747,11103.07962,33.45000076
409,51.63499832,0.00549,11397.08603,35.29000092
410,29.55500031,0.00577,10331.02267,34.40000153
411,44.02999878,0.00376,10242.02086,42.54000092
412,77.81500244,0.00496,9997.983825,48.02000046
413,36.29499817,0.00375,14135.99955,29.82999992
414,72.41500092,0.00215,13697.67417,27.40999985
415,22.70499992,0.00921,5633.007693,35.95999908
416,43.77000046,0.00687,9938.864617,44.81999969
417,58.68000031,0.0056,4405.357232,40.34000015
418,25.86499977,3.00E-05,152000.0015,13.36999989
419,106.6500015,0.00302,5735.099273,33.47000122
420,44.11999893,0.00414,11608.69636,41.36000061
421,27.31999969,0.00413,16777.23947,54.40999985
422,52.43000031,0.00359,13615.59951,35.81000137
423,71.29000092,0.0045,11024.44458,49.70999908
424,23.74500084,0.00667,7040.479542,54.34000015
425,36.79999924,0.00441,13124.71725,32.81000137
426,50.55500031,0.00435,11045.97708,29.70000076
427,53.29499817,0.0071,13300.00022,43.84999847
428,31.79000092,0.00532,12231.20256,28.34000015
429,62.65499878,0.00398,8447.235872,41.50999832
430,27.58499908,0.00289,6141.868289,31.44000053
431,69.51999664,0.00421,11900.23706,38.09000015
432,54.38999939,0.00483,3424.430885,46.43000031
433,23.20000076,0.00023,6652.173668,14.89999962
434,79.53500366,0.0029,5599.999737,38.08000183
435,32.45500183,0.00642,17272.58537,41.29000092
436,26.66500092,0.00202,19821.78282,32.45999908
437,26.96500015,0.00438,31689.49759,31.70999908
438,38.58499908,0.00376,22146.27576,45.59999847
439,46.81499863,0.00243,25695.47198,44.45000076
440,22.71999931,0.00308,20071.42897,38.34999847
441,26.05999947,0.00301,24554.81857,44.93999863
442,31.67499924,0.00364,24340.65822,41.36000061
443,38.34999847,0.00251,22844.62166,39.27999878
444,36.43000031,0.00454,16387.66567,34.36000061
445,24.23500061,0.00178,33382.02198,21.38999939
446,38.34500122,0.00481,26893.97134,33.93999863
447,39.83000183,0.00298,8573.825192,36.06999969
448,22.53499985,0.00632,5757.911139,42.97000122
449,50.38499832,0.0027,6707.407515,43.63999939
450,64.64499664,0.00447,6219.239495,38.41999817
451,27.71999931,0.00636,4522.01252,54.5
452,71.03500366,0.00385,9438.961312,32.29000092
453,85.47000122,0.00469,5801.705491,47.63999939
454,76.98999786,0.00314,9942.674608,36.20999908
455,48.27000046,0.00602,8393.687531,39.31000137
456,53.91999817,0.00517,6588.007905,45.18999863
457,89.08000183,0.00434,5875.57583,51.90999985
458,67.94499969,0.003,18166.66667,20.30999947
459,88.44000244,0.00084,25726.19201,22.20000076
460,43.81000137,0.00983,3166.836155,52.86000061
461,65.54000092,0.00537,13910.61425,28.17000008
462,69.13999939,0.004,9932.499886,25.02000046
463,20.22999954,0.01734,871.9723041,47.40000153
464,139.625,0.0044,2754.545369,38.72999954
465,29.04000092,0.00389,15179.94798,39.38999939
466,28.06999969,0.00075,53973.33272,22.37999916
467,37.10499954,0.00443,16742.66389,43.13000107
468,53.84500122,0.00414,15579.71065,46.90000153
469,23.32500076,0.00547,14630.71332,42.29999924
470,31.49500084,0.00323,23102.1679,25.38999939
471,32.50500107,0.00467,18661.67026,35.61999893
472,34.63000107,0.00489,13615.54267,47.40000153
473,26.20499992,0.004,14707.50046,28.77000046
474,42.17499924,0.0046,12371.73935,37.97999954
475,24.02000046,0.00195,22907.69081,21.87999916
476,47.45999908,0.00431,17624.12995,38.86000061
477,44.71500015,0.00414,4178.743912,42.06999969
478,20.01499939,0.00565,3437.168097,44.77999878
479,58.27999878,0.00312,4314.102735,42.58000183
480,63.29999924,0.00471,9354.564972,29.04000092
481,27.71500015,0.00768,5759.114652,54.49000168
482,62.77000046,0.00483,7650.103798,38.95000076
483,87.95999908,0.00507,6998.027286,46.93999863
484,43.34000015,0.00485,9767.010281,39.81000137
485,49.82500076,0.00436,8282.109978,31.95999908
486,57.70000076,0.00578,3887.542993,38.20000076
487,32.61500168,0.00563,9090.586015,46.08000183
488,53.77000046,0.00267,11127.34016,40.84000015
489,91.07499695,0.00507,6623.274299,29.67000008
490,19.13500023,0.012,2914.166768,41.81000137
491,112.4950027,0.0042,6228.571675,39.13000107
492,77.75,0.00404,3685.643684,27.96999931
493,22.75,0.01291,1766.072774,43.63000107
494,115.6050034,0.00462,1841.991437,42.09000015
495,48.00500107,0.00614,9364.821051,31.69000053
496,27.72500038,0.00535,2689.719738,54.47000122
497,63.70999908,0.00521,11769.67356,32.79000092
498,90.44499969,0.00534,8280.898868,48.45999908
499,19.47500038,0.01577,5314.520934,54.41999817
500,27.75499916,0.00723,6715.075949,38.22999954
501,57.68999863,0.00635,10944.88205,25.15999985
502,38.09999847,0.00915,6641.530382,50.34000015
503,67.68499756,0.00506,15090.90938,33.79000092
504,78.94999695,0.00194,18469.07256,25.43000031
505,34.40999985,0.00753,3176.626748,54.25999832
506,55.81000137,0.00556,6669.065146,41.06000137
507,64.73999786,0.00324,8009.259471,27.30999947
508,24.08499908,0.0126,3054.761945,46.31000137
509,101.7350006,0.00331,2939.576952,43.18999863
510,63.97499847,0.00449,8576.83748,33.52000046
511,27.71500015,0.008,4927.499771,54.49000168
512,62.06499863,0.00602,7141.196315,31.59000015
513,81.95500183,0.00551,7687.840082,37.27999878
514,40.5,0.0055,4209.09084,50.61999893
515,51.45000076,0.00469,7132.196238,28.36000061
516,71.45500183,0.00393,5035.623557,31.39999962
517,93.18499756,0.0041,6087.804796,50.95999908
518,54.31499863,0.00553,7437.612931,42.93000031
519,94.87000275,0.00124,33596.77381,24.07999992
520,28.27000046,0.01514,3832.892831,34.52999878
521,70.72000122,0.00492,8646.341515,31.45000076
522,80.375,0.00354,5209.039755,32.59000015
523,21.63500023,0.00677,2571.639571,27.06999969
524,110.6449966,0.00371,4312.668419,34.20999908
525,65.55500031,0.00457,4923.413382,40.47000122
526,27.72500038,0.00638,4076.802471,54.50999832
527,74.15499878,0.00394,6969.542814,38.47000122
528,91.91000366,0.00589,5899.830354,49.38999939
529,81.67500305,0.00424,4379.717146,42.34999847
530,35.58499908,0.0055,5700.000069,39.13000107
531,94.63500214,0.00339,10150.44212,34.02000046
532,64.55999756,0.00529,5338.374286,52.02999878
533,50.11500168,0.00519,7113.679723,34.66999817
534,96.25,0.004,5210.000038,39.77000046
535,74.06999969,0.00688,1684.593017,41.88000107
536,84.82499695,0.00737,2753.053084,38.66999817
537,79.42500305,0.00224,4785.714385,36.70000076
538,21.90500069,0.00917,4816.793653,45.31000137
539,132.8549957,0.00458,3187.773062,39.18000031
540,36.72000122,0.00567,14541.44547,37.86999893
541,27.34000015,0.00598,11023.41103,54.38999939
542,47.49499893,0.00471,14248.40766,30.04999924
543,60.15999985,0.00773,14451.48756,50.38999939
544,44.56999969,0.00611,12288.0524,33.63999939
545,24.32500076,0.0051,9366.666932,35.77000046
546,44.13000107,0.00397,12735.51663,42.99000168
547,67.625,0.0037,14791.89158,39.70000076
548,48.68000031,0.00284,27468.31144,25.85000038
549,69.95500183,0.00452,7668.141592,42.33000183
550,24.88500023,0.00434,7760.368461,32.68000031
551,53.27000046,0.00398,14437.18563,26.37999916
552,59.04999924,0.00213,3920.187762,35.24000168
553,21.64500046,0.00964,3310.165841,44.58000183
554,77.5,0.00332,3810.240926,46.00999832
555,40.75999832,0.00446,21641.25467,37.86000061
556,27.71999931,0.0063,5138.094913,54.45000076
557,56.22499847,0.00517,5957.446573,34.52000046
558,70.63999939,0.00521,10105.56644,43.13000107
559,25.35000038,0.00779,6611.039827,54.40000153
560,34.72000122,0.00544,8678.308564,27.25
561,51.98500061,0.00763,12327.65349,30.20000076
